FPS,Latency,Graph,TotalParts,PartitionPoint1,PartitionPoint2,Order,InferenceTime1,InferenceTime2,InferenceTime3
6.76164,289.074,squeezenet,19,4,19,L-G-B,147.891,73.6604,0
5.88503,330.608,squeezenet,19,5,19,L-G-B,169.921,71.2362,0
5.69168,341.355,squeezenet,19,6,19,L-G-B,175.693,76.4353,0
3.92004,491.322,squeezenet,19,7,19,L-G-B,255.098,64.6781,0
3.88456,495.445,squeezenet,19,8,19,L-G-B,257.428,63.5934,0
3.69074,520.841,squeezenet,19,9,19,L-G-B,270.947,60.1736,0
3.62917,529.383,squeezenet,19,10,19,L-G-B,275.543,58.4042,0
3.37119,568.824,squeezenet,19,11,19,L-G-B,296.629,52.1251,0
3.29898,580.973,squeezenet,19,12,19,L-G-B,303.122,49.5441,0
3.08612,619.965,squeezenet,19,13,19,L-G-B,324.03,43.4224,0
3.02014,633.133,squeezenet,19,14,19,L-G-B,331.108,40.2481,0
2.6279,725.933,squeezenet,19,15,19,L-G-B,380.53,29.5442,0
2.6157,729.158,squeezenet,19,16,19,L-G-B,382.305,27.7094,0
2.53662,751.439,squeezenet,19,17,19,L-G-B,394.224,24.2097,0
2.33047,815.485,squeezenet,19,18,19,L-G-B,429.097,1.7119,0
8.28998,234.469,squeezenet,19,1,19,L-B-G,120.614,54.0953,0
8.05078,241.051,squeezenet,19,2,19,L-B-G,124.21,53.5636,0
6.86375,281.75,squeezenet,19,3,19,L-B-G,145.691,49.9437,0
6.68598,288.975,squeezenet,19,4,19,L-B-G,149.565,48.8727,0
5.83613,330.054,squeezenet,19,5,19,L-B-G,171.344,44.5397,0
5.6313,341.593,squeezenet,19,6,19,L-B-G,177.577,43.8881,0
3.89709,490.733,squeezenet,19,7,19,L-B-G,256.6,32.2538,0
3.85704,495.732,squeezenet,19,8,19,L-B-G,259.264,31.6437,0
3.66362,521.444,squeezenet,19,9,19,L-B-G,272.952,28.7508,0
3.60924,529.073,squeezenet,19,10,19,L-B-G,277.065,27.9666,0
3.35236,568.997,squeezenet,19,11,19,L-B-G,298.295,24.3198,0
3.28809,580.016,squeezenet,19,12,19,L-B-G,304.126,22.8574,0
3.06398,622.035,squeezenet,19,13,19,L-B-G,326.371,18.7422,0
3.00406,634.147,squeezenet,19,14,19,L-B-G,332.881,17.4614,0
2.6204,725.93,squeezenet,19,15,19,L-B-G,381.619,9.4866,0
2.60701,729.668,squeezenet,19,16,19,L-B-G,383.579,8.68806,0
2.52224,753.88,squeezenet,19,17,19,L-B-G,396.471,6.49662,0
2.3265,816.713,squeezenet,19,18,19,L-B-G,429.828,0.14065,0
